group_index,prev_code_path,prev_code_sha10,missing_ops,json_path,n_ops
00023_index_1/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00023_index_1_step1.py,,skipped_exists,,
00023_index_2/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00023_index_2_step1.py,,skipped_exists,,
00023_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00023_index_3.json,
00023_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00023_index_3_step1.py,,skipped_exists,,
00023_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00023_index_3_step2.py,,skipped_exists,,
00024_index_1/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00024_index_1.json,
00024_index_1/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00024_index_1_step1.py,,skipped_exists,,
00024_index_2/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00024_index_2_step1.py,,skipped_exists,,
00024_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00024_index_3.json,
00024_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00024_index_3_step1.py,,skipped_exists,,
00024_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00024_index_3_step2.py,,skipped_exists,,
00025_index_1/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00025_index_1.json,
00025_index_1/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00025_index_1_step1.py,,skipped_exists,,
00025_index_2/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00025_index_2_step1.py,,skipped_exists,,
00025_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00025_index_3.json,
00025_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00025_index_3_step1.py,,skipped_exists,,
00025_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00025_index_3_step2.py,,skipped_exists,,
00026_index_2/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00026_index_2.json,
00026_index_2/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00026_index_2_step1.py,,skipped_exists,,
00026_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00026_index_3_step1.py,,skipped_exists,,
00027_index_1/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00027_index_1.json,
00027_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00027_index_3_step1.py,,skipped_exists,,
00029_index_2/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00029_index_2.json,
00029_index_2/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00029_index_2_step1.py,,skipped_exists,,
00029_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00029_index_3_step1.py,,skipped_exists,,
00030_index_2/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00030_index_2.json,
00030_index_2/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00030_index_2_step1.py,,skipped_exists,,
00031_index_2/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00031_index_2.json,
00031_index_2/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00031_index_2_step1.py,,skipped_exists,,
00032_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00032_index_3.json,
00032_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00032_index_3_step1.py,,skipped_exists,,
00033_index_1/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00033_index_1.json,
00033_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00033_index_3_step2.py,,skipped_exists,,
00033_index_4/step3,/home/baiyixue/project/op-cad/data/pre_code_cop/00033_index_4_step3.py,,skipped_exists,,
00033_index_5/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00033_index_5.json,
00033_index_5/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00033_index_5_step1.py,,skipped_exists,,
00033_index_5/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00033_index_5_step2.py,,skipped_exists,,
00033_index_5/step3,/home/baiyixue/project/op-cad/data/pre_code_cop/00033_index_5_step3.py,,skipped_exists,,
00033_index_6/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00033_index_6_step1.py,,skipped_exists,,
00033_index_6/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00033_index_6_step2.py,,skipped_exists,,
00033_index_6/step3,/home/baiyixue/project/op-cad/data/pre_code_cop/00033_index_6_step3.py,,skipped_exists,,
00033_index_7/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00033_index_7_step2.py,,skipped_exists,,
00033_index_7/step3,/home/baiyixue/project/op-cad/data/pre_code_cop/00033_index_7_step3.py,,skipped_exists,,
00034_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00034_index_3.json,
00034_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00034_index_3_step1.py,,skipped_exists,,
00034_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00034_index_3_step2.py,,skipped_exists,,
00034_index_4/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00034_index_4_step2.py,,skipped_exists,,
00035_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00035_index_3.json,
00035_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00035_index_3_step1.py,,skipped_exists,,
00035_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00035_index_3_step2.py,,skipped_exists,,
00036_index_1/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00036_index_1_step1.py,,skipped_exists,,
00036_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00036_index_3.json,
00036_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00036_index_3_step1.py,,skipped_exists,,
00036_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00036_index_3_step2.py,,skipped_exists,,
00037_index_1/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00037_index_1.json,
00037_index_1/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00037_index_1_step1.py,,skipped_exists,,
00037_index_2/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00037_index_2_step1.py,,skipped_exists,,
00037_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00037_index_3.json,
00037_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00037_index_3_step1.py,,skipped_exists,,
00037_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00037_index_3_step2.py,,skipped_exists,,
00037_index_4/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00037_index_4_step2.py,,skipped_exists,,
00038_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00038_index_3.json,
00038_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00038_index_3_step1.py,,skipped_exists,,
00038_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00038_index_3_step2.py,,skipped_exists,,
00039_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00039_index_3.json,
00039_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00039_index_3_step1.py,,skipped_exists,,
00039_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00039_index_3_step2.py,,skipped_exists,,
00040_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00040_index_3.json,
00040_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00040_index_3_step1.py,,skipped_exists,,
00040_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00040_index_3_step2.py,,skipped_exists,,
00041_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00041_index_3.json,
00041_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00041_index_3_step1.py,,skipped_exists,,
00041_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00041_index_3_step2.py,,skipped_exists,,
00042_index_1/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00042_index_1_step1.py,,skipped_exists,,
00042_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00042_index_3.json,
00042_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00042_index_3_step1.py,,skipped_exists,,
00042_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00042_index_3_step2.py,,skipped_exists,,
00043_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00043_index_3.json,
00043_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00043_index_3_step1.py,,skipped_exists,,
00043_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00043_index_3_step2.py,,skipped_exists,,
00043_index_4/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00043_index_4_step2.py,,skipped_exists,,
00044_index_2/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00044_index_2.json,
00044_index_2/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00044_index_2_step1.py,,skipped_exists,,
00044_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00044_index_3.json,
00044_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00044_index_3_step1.py,,skipped_exists,,
00044_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00044_index_3_step2.py,,skipped_exists,,
00044_index_4/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00044_index_4_step2.py,,skipped_exists,,
00045_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00045_index_3.json,
00045_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00045_index_3_step1.py,,skipped_exists,,
00045_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00045_index_3_step2.py,,skipped_exists,,
00046_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00046_index_3.json,
00046_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00046_index_3_step1.py,,skipped_exists,,
00046_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00046_index_3_step2.py,,skipped_exists,,
00047_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00047_index_3.json,
00047_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00047_index_3_step1.py,,skipped_exists,,
00047_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00047_index_3_step2.py,,skipped_exists,,
00047_index_4/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00047_index_4.json,
00047_index_4/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00047_index_4_step1.py,,skipped_exists,,
00047_index_4/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00047_index_4_step2.py,,skipped_exists,,
00048_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00048_index_3.json,
00048_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00048_index_3_step1.py,,skipped_exists,,
00048_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00048_index_3_step2.py,,skipped_exists,,
00049_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00049_index_3.json,
00049_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00049_index_3_step1.py,,skipped_exists,,
00049_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00049_index_3_step2.py,,skipped_exists,,
00050_index_1/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00050_index_1_step1.py,,skipped_exists,,
00050_index_1/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00050_index_1_step2.py,,skipped_exists,,
00050_index_3/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00050_index_3.json,
00050_index_3/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00050_index_3_step1.py,,skipped_exists,,
00050_index_3/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00050_index_3_step2.py,,skipped_exists,,
00050_index_3/step3,/home/baiyixue/project/op-cad/data/pre_code_cop/00050_index_3_step3.py,,skipped_exists,,
00050_index_4/step4,/home/baiyixue/project/op-cad/data/pre_code_cop/00050_index_4_step4.py,,skipped_exists,,
00050_index_5/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00050_index_5.json,
00050_index_5/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00050_index_5_step1.py,,skipped_exists,,
00050_index_5/step2,/home/baiyixue/project/op-cad/data/pre_code_cop/00050_index_5_step2.py,,skipped_exists,,
00050_index_5/step3,/home/baiyixue/project/op-cad/data/pre_code_cop/00050_index_5_step3.py,,skipped_exists,,
00050_index_5/step4,/home/baiyixue/project/op-cad/data/pre_code_cop/00050_index_5_step4.py,,skipped_exists,,
00050_index_6/step3,/home/baiyixue/project/op-cad/data/pre_code_cop/00050_index_6_step3.py,,skipped_exists,,
00050_index_6/step4,/home/baiyixue/project/op-cad/data/pre_code_cop/00050_index_6_step4.py,,skipped_exists,,
00051_index_2/step0,,,[START],/data/baiyixue/CAD/cleaned_json/00051_index_2.json,
00051_index_2/step1,/home/baiyixue/project/op-cad/data/pre_code_cop/00051_index_2_step1.py,,skipped_exists,,
